WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
ATEMNOT,atemnot,N,-2.2,0.788810638,4.4375,0.892094913,5.222222222,1.201850425,7,7,3,1.833333333,0,0,0,0,72176.16667,1
ATLAS,atlas,N,0.95,1.05006265,2.333333333,1.238278375,5.31818182,1.42716381,5,5,2,4.5,0,0,0,0,59839.5,1
ATMUNG,atmung,N,1.9,0.737864787,2.470588235,1.124591429,4.444444444,1.810463415,6,5,2,3,1,0,0,0,133923.2,1
ATOMBOMBE,atombombe,N,-2.794117647,0.478597178,4.421052632,1.121298329,6.153846154,1.18969938,9,9,4,48.16666667,0,0,0,0,69472.875,2
ATTENTAT,attentat,N,-2.4,0.699205899,4.705882353,0.587867532,4.666666667,2,8,7,3,6.833333333,0,0,0,0,238284.5714,1
AUFATMEN,aufatmen,V,1.5,0.85,2.277777778,0.894792487,4,1.32,8,7,3,4.333333333,1,4,0,0,226974,1
AUFBAU,aufbau,N,0.55,0.99868334,2.285714286,0.717137166,2.72727273,1.69542292,6,4,2,111.8333333,1,48,0,0,113505.4,1
AUFBAUEN,aufbauen,V,1,0.738548946,2.421052632,1.070606758,3.769230769,1.680659211,8,6,3,50.83333333,3,30.5,0,0,232020.8571,1
AUFBRUCH,aufbruch,N,0.9,0.994428926,3.238095238,1.300183137,3.111111111,1.269295518,8,6,2,3,1,14.67,1,14.67,174012.1429,1
AUFENTHALT,aufenthalt,N,0.764705882,1.102581641,2.571428571,1.39897922,2.692307692,1.435805858,10,9,3,36.33333333,0,0,0,0,209730.7778,1
AUFFORDERN,auffordern,V,-0.117647059,0.945954893,3,1.017095255,2.807692308,1.697509488,10,9,3,45.5,0,0,0,0,337390.8889,1
AUFGABE,aufgabe,N,0.411764706,1.305411744,2.777777778,0.942809042,3.576923077,1.724484315,7,6,3,364.3333333,1,78.67,0,0,138116.6667,1
AUFGEBEN,aufgeben,V,-1.470588235,1.260959089,2.210526316,0.976328005,2.5,1.449137675,8,7,3,55.5,5,91.17,0,0,297690.7143,1
AUFHALTEN,aufhalten,V,-0.411764706,1.076403863,2.157894737,0.958190302,2.72,1.458309524,9,8,3,33.83333333,0,97,0,0,245728.875,1
AUFHÖREN,aufhören,V,-0.558823529,1.185548753,2.142857143,1.152636729,3.307692308,1.913514688,8,7,3,32.33333333,0,0,0,0,315819.4,1
AUFLEBEN,aufleben,V,1.8,0.63,2.888888889,1.078609611,3.33,1.73,8,7,3,1.833333333,6,660,5,333,278644,1
AUFNAHME,aufnahme,N,0.676470588,1.065167172,2.714285714,0.902377811,2.884615385,1.65715233,8,6,3,60,1,51.67,0,0,84716.42857,1
AUFNEHMEN,aufnehmen,V,1.029411765,0.834313149,2.368421053,1.164785451,3.153846154,1.804268443,9,7,3,139.3333333,0,104,1,56,222507.125,1
AUFPREIS,aufpreis,N,-1.4,1.0749677,2.705882353,0.919558718,2.222222222,1.394433378,8,6,2,1.666666667,0,0,0,0,196422.7143,1
AUFSATZ,aufsatz,N,0.1,0.737864787,2.388888889,1.195033295,3.888888889,1.900292375,7,5,2,18.5,1,0.33,0,0,81127.5,1
AUFSEHER,aufseher,N,-0.9,0.316227766,2.578947368,0.96123702,5.333333333,1,8,6,3,1.166666667,1,12.67,1,12.67,349365.7143,1
AUFSTAND,aufstand,N,-1.2,1.229272594,3.944444444,0.639137491,4.666666667,0.866025404,8,7,2,14.5,1,6.5,0,0,165919.8571,1
AUFSTIEG,aufstieg,N,1.8,0.421637021,3.294117647,1.046703509,4.222222222,1.201850425,8,6,2,23.66666667,1,1.17,0,0,144963.5714,1
AUFTRAG,auftrag,N,0.7,0.674948558,2.821428571,0.944911183,3.111111111,1.166666667,7,6,2,100.3333333,1,1,0,0,98987.66667,1
AUFTRETEN,auftreten,V,0.029411765,0.904041234,2.714285714,1.309307341,2.884615385,1.505374985,9,8,3,88.16666667,0,52,0,0,254091.5,1
AUFWIND,aufwind,N,1.3,1.159501809,2.611111111,1.195033295,3.666666667,1.5,7,6,2,1.166666667,1,25.17,1,25.17,219410,1
AUFZUCHT,aufzucht,N,0.3,1.159501809,2.611111111,0.916443823,3,1.224744871,8,6,2,1.666666667,0,0,0,0,192758.1429,1
AUGE,auge,N,1.117647059,1.20011883,2.055555556,0.802365783,6.653846154,0.845804124,4,3,2,301.6666667,3,6,0,0,185546.3333,1
AUGUST,august,N,1.5,0.971825316,2.210526316,1.031662486,3.222222222,1.56347192,6,5,2,195.6666667,0,0,0,0,115801.8,2
AUSBADEN,ausbaden,V,-1.3,0.48,2.421052632,1.169795304,2.78,1.48,8,7,3,1,3,179,2,173,334032.7143,1
AUSBAU,ausbau,N,0.617647059,0.817042185,1.631578947,0.76088591,2.846153846,1.781960891,6,4,2,48,1,111.83,1,111.83,115060.2,1
AUSBILDUNG,ausbildung,N,1.147058824,1.417046714,3.380952381,1.244033379,2.961538462,1.427747015,10,8,3,71.33333333,0,0,0,0,116450.7778,1
AUSBLICK,ausblick,N,1,0.666666667,2.222222222,0.878203752,5,0.866025404,8,6,2,5.333333333,0,0,0,0,120036.4286,1
AUSBRUCH,ausbruch,N,-0.7,0.823272602,3.476190476,1.209092537,4.222222222,1.787300882,8,6,2,14.66666667,1,3,0,0,175122.7143,1
AUSDAUER,ausdauer,N,1.6,0.699205899,2.235294118,0.9701425,3.222222222,1.6414763,8,6,3,4.833333333,0,0,0,0,307443,1
AUSFALL,ausfall,N,-1.2,0.632455532,3.055555556,0.998364676,3.111111111,1.269295518,7,5,2,8.166666667,0,0,0,0,107396,1
AUSFLUG,ausflug,N,1.5,0.527046277,2.6875,1.195477589,4.666666667,1.118033989,7,6,2,9.833333333,1,0.67,0,0,63297.83333,1
AUSGABE,ausgabe,N,-0.264705882,1.024216582,2.333333333,0.9701425,3.076923077,1.572846513,7,6,3,78.66666667,1,364.33,1,364.33,139510.3333,1
AUSGEBEN,ausgeben,V,-0.323529412,1.14734445,2.5,0.707106781,3.961538462,2.009592381,8,7,3,31.33333333,4,130.5,2,126.17,298885.2857,1
AUSKUNFT,auskunft,N,0.5,0.849836586,2.117647059,0.857492926,2.777777778,1.092906421,8,7,2,65.66666667,0,0,0,0,112881.8571,1
AUSLÖSEN,auslösen,V,0.264705882,0.931236504,2.157894737,0.958190302,2.153846154,1.433661262,8,7,3,41,4,30,0,0,335508.6,1
AUSMAß,ausmaß,N,-0.411764706,0.891632723,2.5625,1.093541647,1.653846154,1.231009592,6,5,2,32.66666667,1,0,0,0,86652.16667,1
AUSNAHME,ausnahme,N,0.205882353,1.273968074,2.944444444,0.802365783,1.346153846,0.68948141,8,6,3,51.66666667,1,60,1,60,85032.57143,1
AUSREDEN,ausreden,V,0.3,1.34,2.263157895,0.933458638,3.11,1.27,8,7,3,6.166666667,1,1,0,0,368235.4286,1
AUSSAGE,aussage,N,0,0.471404521,2.222222222,0.942809042,2.333333333,1.224744871,7,6,3,53.33333333,1,5,0,0,136706.1667,1
AUSSETZEN,aussetzen,V,-0.676470588,1.248528546,2.052631579,1.078769062,2.576923077,1.604321088,9,7,3,37.66666667,0,106,1,57,243787.75,1
AUSSICHT,aussicht,N,1.470588235,0.86112309,2.222222222,0.942809042,4.807692308,2.135775845,8,6,2,58,1,8.17,0,0,247341.8571,1
AUSSTIEG,ausstieg,N,-0.5,0.527046277,2.882352941,0.992619825,2.333333333,0.707106781,8,6,2,1.166666667,1,23.67,1,23.67,155988,1
AUSWAHL,auswahl,N,0.705882353,1.11544017,2.238095238,1.091089451,2.807692308,1.625281041,7,5,2,33.66666667,0,0,0,0,79933.33333,1
AUSWIRKUNG,auswirkung,N,-0.411764706,1.018544626,2.578947368,1.017392608,2,1.2,10,8,3,37.33333333,0,0,0,0,123806.6667,1
AUSWURF,auswurf,N,-0.9,1.100504935,2.368421053,1.065130473,3.222222222,1.394433378,7,6,2,0.833333333,1,0,0,0,70249.66667,1
AUTARK,autark,A,0.6,1.07,3,1.374368542,2,1.22,6,5,2,1,0,0,0,0,96922.4,2
AUTONOM,autonom,A,0.8,1.4,2.947368421,1.223550581,2.67,1.41,7,6,3,4.833333333,0,0,0,0,85160.66667,3
AUTORITÄT,autorität,N,-0.970588235,1.585641905,3.631578947,0.683985568,4.038461538,1.777206105,9,8,4,32,0,54,1,54,118912.1667,4
AVERSION,aversion,N,-1.7,0.674948558,3.833333333,0.785905248,3.222222222,1.481365736,8,8,4,0.5,0,0,0,0,285024.4286,4
BABY,baby,N,1.9,1.197219,2.833333333,1.098126747,6.777777778,0.440958552,4,4,2,13.16666667,0,0,0,0,49942.66667,1
BACH,bach,N,1,0.816496581,1.777777778,0.548318881,6.222222222,0.833333333,4,3,1,11.66666667,6,3702.17,5,3701.33,286341,1
BAD,bad,N,1.2,1.032795559,2.333333333,1.278019301,5.888888889,1.166666667,3,3,1,154.3333333,6,215.5,0,0,23772.5,1
BAGGER,bagger,N,0.36,0.85,2.45,1.06,5.41,1.47,6,5,2,3.83,0,0,0,0,380023.8,1
BAHRE,bahre,N,-1.6,1.0749677,2.789473684,1.315672509,6,1.118033989,5,4,2,2.666666667,1,1.33,0,0,106983.25,1
BAKTERIE,bakterie,N,-1.7,0.483045892,3.5,1.294785924,4,2.061552813,8,8,4,1.5,1,10.17,1,10.17,316250.1429,2
BALANCE,balance,N,0.9,1.100504935,3,0.894427191,4,1.322875656,7,6,3,1.5,0,0,0,0,85783.5,2
BALKEN,balken,N,0.3,0.97872097,2.111111111,0.90025414,4.95454545,1.58796884,6,6,2,5.166666667,9,21.83,1,15,259717.4,1
BALKON,balkon,N,1.35,0.8127277,2.055555556,0.937595311,5.31818182,1.42716381,6,6,2,15,3,12.17,0,0,76822.4,2
BALL,ball,N,1.5,1.3,3.18,1.26,6.73,0.77,4,3,1,60.83,5,592,2,535.33,104257,1
BALLAST,ballast,N,-1.1,0.316227766,2.944444444,0.872604096,4,1.658312395,7,6,2,3.5,0,0,0,0,111787.1667,1
BALLON,ballon,N,1.35,0.8127277,2.277777778,1.074055292,5.68181818,1.24924219,6,5,2,4,3,16.83,1,15,94999.2,2
BALSAM,balsam,N,1.3,0.7326951,1.315789474,0.671038298,3.09090909,1.63034004,6,6,2,0.5,0,0,0,0,66765.8,1
BALTIKUM,baltikum,N,0,1.333333333,2.055555556,1.161754364,3.777777778,1.6414763,8,8,3,0.833333333,0,0,0,0,63146.57143,1
BANANE,banane,N,1.32,1.32,1.95,0.84,6.23,1.54,6,6,3,5.67,0,0,0,0,152127.8,2
BANDIT,bandit,N,-0.95,1.19097483,2.578947368,1.304513084,4.54545455,1.29935049,6,6,2,7.5,0,0,0,0,175648.8,2
BANK,bank,N,-0.235294118,1.156243225,2.277777778,1.017815166,6.346153846,1.164209867,4,4,1,228.3333333,9,195.17,0,0,99166.33333,1
BANKROTT,bankrott,A,-2.3,0.67,2.789473684,1.357241785,2.67,1.8,8,7,2,1.5,0,0,0,0,61131.42857,2
BANNER,banner,N,0,0.471404521,2.8125,0.981070844,5.333333333,1.322875656,6,5,2,6,2,13,1,12.67,408171.2,1
BAR,bar,N,0.823529412,1.424261387,3.157894737,1.25888654,6.230769231,1.031802008,3,3,1,40.33333333,10,664.67,3,644,63944,1
BARBAR,barbar,N,-1.05,1.27630222,3.75,0.966545667,3.95454545,1.75871362,6,6,2,2.333333333,0,0,0,0,58112.8,2
BARGELD,bargeld,N,1.8,0.918936583,2.941176471,0.96634545,5.777777778,1.481365736,7,7,2,5,0,0,0,0,104964.3333,1
BARRIERE,barriere,N,-1.3,0.483045892,3.333333333,0.84016805,5.222222222,0.666666667,8,7,3,4.666666667,1,17,1,17,322422.1429,3
BARSCH,barsch,N,-1.3,0.67,2.947368421,1.223550581,3.33,1.5,6,4,1,1.833333333,6,72,4,33,240478.6,1
BASIS,basis,N,0.35,0.58714295,1.722222222,0.57451315,2.36363636,1.49747262,5,5,2,54.66666667,0,0,0,0,97669.75,1
BASTARD,bastard,N,-1.5,0.849836586,3.833333333,0.857492926,3,1.5,7,7,2,1,0,0,0,0,94066,1
BATTERIE,batterie,N,-0.14,0.71,1.91,1.11,5.36,1.65,8,6,3,10.17,1,1.5,0,0,326160.1429,3
BAUEN,bauen,V,0.911764706,0.8300291,2.333333333,0.856348839,5.346153846,1.440619525,5,4,2,138.3333333,6,181,1,153.17,327972.5,1
BAUER,bauer,N,0.15,0.98808693,1.833333333,0.707106781,5.18181818,1.50036071,5,4,2,153.1666667,8,362.17,0,0,441308.25,1
BAUM,baum,N,1.5,1.269295518,1.5,0.618346942,6.666666667,0.5,4,3,1,63.5,4,493.5,2,489.5,100553,1
BAZILLE,bazille,N,-1.7,0.674948558,3.5,0.966091783,3,1.658312395,7,6,3,1.5,0,0,0,0,68501,2
BEACHTEN,beachten,V,0.7,0.82,2.894736842,1.286456669,2.56,0.88,8,7,3,37.83333333,1,11,0,0,374482,2
BEAMTE,beamte,N,-1.411764706,1.104197146,2.333333333,1.028991511,5,1.624807681,6,6,3,74.5,0,0,0,0,139352.2,2
BEANTRAGEN,beantragen,V,-0.852941176,1.158168694,2.666666667,1.197219,2.615384615,1.4987174,10,10,4,33.83333333,0,0,0,0,256570.8889,2
BEBEN,beben,V,-1.2,0.63,4,1.076055174,4.78,1.2,5,5,2,5.333333333,8,17823,8,10290,456158,1
BECHER,becher,N,0.55,0.94451324,1.714285714,0.956182887,5.18181818,1.73579579,6,5,2,4.833333333,1,0.67,0,0,574959.4,1
BEDARF,bedarf,N,-0.264705882,0.931236504,2.352941176,0.861769725,1.884615385,1.243444348,6,6,2,39.83333333,0,0,0,0,128373.8,2
BEDAUERN,bedauern,V,-1,1.154700538,2.526315789,1.073334423,2.769230769,1.727603943,8,7,3,42.83333333,1,0.33,0,0,329163.4286,2
BEDENKEN,bedenken,N,0.176470588,1.113840972,2.722222222,0.894792487,2.038461538,1.215920038,8,8,3,72.66666667,4,85.17,0,0,503071,2
BEDEUTEN,bedeuten,V,1.029411765,0.968763477,2.631578947,1.211542924,1.846153846,1.222859197,8,7,3,217.5,0,0,0,0,395848,2
BEDEUTUNG,bedeutung,N,0.941176471,1.071424327,2.857142857,0.963624112,1.807692308,1.096147098,9,7,3,180.6666667,0,0,0,0,261038.125,2
BEDIENEN,bedienen,V,-0.5,1.461630472,2.214285714,1.031257516,4.076923077,1.83135091,8,7,3,34.33333333,1,0.17,0,0,434321.1429,2
BEDINGUNG,bedingung,N,-0.911764706,0.965076447,2.578947368,0.96123702,1.615384615,1.098250357,9,7,3,130.5,0,0,0,0,232848.75,2
BEDROHEN,bedrohen,V,-2.029411765,0.968763477,4,0.84016805,4.461538462,1.580652251,8,7,3,46.33333333,0,0,0,0,251721.7143,2
BEDÜRFEN,bedürfen,V,-0.294117647,1.087934149,2.315789474,0.885226373,1.769230769,1.274604011,8,8,3,60.66666667,0,0,0,0,309885.4,2
BED√úRFNIS,bedürfnis,N,0.382352941,1.155086403,3.476190476,1.077916862,2.230769231,1.39449467,9,,3,41.5,0,0,0,0,118662.6667,
BEENDEN,beenden,V,-0.558823529,1.374908845,2.666666667,1.278019301,3.576923077,1.770267255,7,7,3,65.83333333,4,11,0,0,616660.1667,2
BEFALLEN,befallen,V,-1.4,0.97,3.333333333,1.124441113,2.89,1.05,8,7,3,6.666666667,3,407,2,358,273823.8571,2
BEFANGEN,befangen,A,-1.2,0.42,2.631578947,1.256561725,2.56,1.33,8,7,3,5.666666667,2,12,1,10,314939.8571,2
BEFEHL,befehl,N,-2,0.72547625,3.75,0.856348839,2.68181818,1.24924219,6,5,2,33.33333333,0,0,0,0,122295.2,2
BEFINDEN,befinden,N,0.323529412,0.944540556,2.277777778,0.826442095,2.192307692,1.296741478,8,8,3,156.5,0,0,0,0,467183.8571,2
BEFREIEN,befreien,V,1.941176471,0.776205864,3.222222222,1.060274967,4.076923077,1.741793947,8,7,3,51.16666667,1,2.33,0,0,374238.5714,2
BEFREIER,befreier,N,1.3,1.251665557,2.833333333,1.200490096,3.666666667,1.118033989,8,7,3,2.333333333,1,51.17,1,51.17,439001.8571,2
BEFREIUNG,befreiung,N,2.205882353,1.008431478,3.380952381,1.244033379,4.076923077,1.809377283,9,7,3,41.66666667,0,0,0,0,234401.25,2
BEFUGNIS,befugnis,N,0.7,1.159501809,2.761904762,1.179184545,2.888888889,1.763834207,8,8,3,9.166666667,0,0,0,0,97770.28571,2
BEFUND,befund,N,-0.15,0.87509398,2.9,1.020835571,2.18181818,1.00647256,6,6,2,8.5,0,0,0,0,220804.2,2
BEFÜRCHTEN,befürchten,V,-1.411764706,0.856973075,3.095238095,1.261140829,2.769230769,1.274604011,10,9,3,40.5,0,0,0,0,371095.2857,2
BEGABUNG,begabung,N,2.2,0.788810638,2.625,0.885061203,3,1.118033989,8,7,3,18.16666667,0,0,0,0,168734.4286,2
BEGEGNEN,begegnen,V,1.382352941,0.853325256,3.142857143,1.276154939,4,1.788854382,8,8,3,61.16666667,1,0.67,0,0,292417.8571,2
BEGEGNUNG,begegnung,N,1.558823529,0.927400292,2.785714286,1.031257516,4.846153846,1.566966692,9,8,3,73.66666667,0,0,0,0,181592,2
BEGEISTERN,begeistern,V,2.147058824,0.783633841,3.5,1.137147065,4.230769231,1.924737744,10,9,3,36.83333333,0,0,0,0,395422.7778,2
BEGIERDE,begierde,N,0.2,1.398411798,3.722222222,1.127493605,3.666666667,1.58113883,8,7,3,1,0,0,0,0,466493.4286,2
BEGINN,beginn,N,1.3,0.948683298,2.789473684,1.652571981,2.222222222,0.971825316,6,5,2,118.5,0,0,0,0,226352.6,2
BEGLEITEN,begleiten,V,1.235294118,0.740958574,2.761904762,0.995226703,3.730769231,1.710150691,9,8,3,39.5,0,49,0,0,347761.625,2
BEGNADET,begnadet,A,1.7,1.42,2.411764706,0.870260272,2.22,0.83,8,8,3,0.5,1,2,1,2,222584.5714,2
BEGRABEN,begraben,V,-2.1,0.88,3.555555556,1.199128224,5.89,0.6,8,8,3,14.16666667,0,0,0,0,301322.5714,2
BEGREIFEN,begreifen,V,1.088235294,0.965076447,2.904761905,0.94365046,1.923076923,1.128647932,9,8,3,75.66666667,0,0,0,0,307334.5,2
BEGRÜNDEN,begründen,V,0.382352941,0.817042185,2.523809524,1.167006753,2.230769231,1.365509203,9,9,3,90.33333333,0,53,0,0,461840.6667,2
BEGRÜßEN,begrüßen,V,1.5,0.825722824,2.380952381,1.359271514,4.730769231,2.050515883,8,8,3,103,1,0.5,0,0,307192.4,2
BEHANDELN,behandeln,V,0.382352941,1.128547092,2.421052632,0.96123702,2.923076923,1.572846513,9,9,3,94.66666667,0,0,0,0,282662.875,2
BEHANDLUNG,behandlung,N,-0.441176471,1.25989842,2.833333333,0.949894126,3.269230769,1.778936588,10,9,3,39.66666667,0,0,0,0,198376.1111,2
BEHAUPTEN,behaupten,V,-0.323529412,1.006662299,2.380952381,1.244033379,2.153846154,1.541228281,9,8,3,127.6666667,0,0,0,0,269284,2
BEHÖRDE,behörde,N,-1.529411765,1.134454725,3.055555556,1.109966731,4.307692308,1.761118526,7,7,3,69.33333333,0,0,0,0,374042,2
BEHUTSAM,behutsam,A,1.2,0.63,1.684210526,1.108183277,3.56,1.33,8,8,3,12.83333333,0,0,0,0,98495.57143,2
BEICHTE,beichte,N,-0.2,0.918936583,2.823529412,0.808957208,4.444444444,1.878237945,7,5,2,3.166666667,1,1.17,0,0,407780.6667,1
BEIFALL,beifall,N,1.7,0.674948558,2.941176471,0.96634545,5.333333333,1.658312395,7,5,2,65.33333333,0,0,0,0,222178.5,1
BEIHILFE,beihilfe,N,0.5,1.178511302,3.19047619,1.030487633,2.222222222,1.394433378,8,7,3,8,0,0,0,0,171092,1
BEIL,beil,N,-1.64,1.22,3.59,0.96,5.59,1.37,4,3,1,2.67,9,1345.5,6,1344.17,348735,1
BEILEID,beileid,N,-2,0.816496581,3.1875,0.981070844,3.444444444,1.333333333,7,5,2,4.166666667,0,0,0,0,311353.5,1
BEISPIEL,beispiel,N,0.303030303,0.529436522,1.944444444,0.872604096,2.692307692,1.871239819,8,6,2,358.1666667,0,0,0,0,234186,1
BEITRAGEN,beitragen,V,1.088235294,0.865768079,2.333333333,0.730296743,2.230769231,1.176696811,9,8,3,69.5,0,0,0,0,349320.875,1
BEJUBELN,bejubeln,V,2.2,0.63,3,0.9701425,4.78,1.64,8,8,3,1.333333333,0,0,0,0,130443.7143,2
BEKENNEN,bekennen,V,0.382352941,1.181029491,2.761904762,1.261140829,2.384615385,1.626700294,8,7,3,151.8333333,1,19,0,0,401093,2
BEKOMMEN,bekommen,V,1.029411765,0.936961372,2.105263158,1.242521488,3.115384615,1.751043645,8,7,3,253.8333333,1,3,0,0,239018.8571,2
BELASTUNG,belastung,N,-1.647058824,0.812118552,3.592592593,1.217161239,3.153846154,1.566966692,9,8,3,30,0,48,0,0,185969.125,2
BELEG,beleg,N,-0.3,1.12857619,1.944444444,0.802365783,3.18181818,1.70814195,5,5,2,2.5,1,1,0,0,187524.5,2
BELEGEN,belegen,V,-0.058823529,0.776205864,2.285714286,1.055597326,1.961538462,0.999230473,7,7,3,37.66666667,6,170.5,2,156.83,349331.3333,2
BELIEBT,beliebt,A,2.4,0.7,2.888888889,1.231397527,3,1.22,7,6,2,14.66666667,0,0,0,0,171744.3333,2
BELOHNEN,belohnen,V,1.9,0.74,2.5,1.098126747,3.67,1.32,8,7,3,4.333333333,2,64,1,63,256848.4286,2
BENEIDEN,beneiden,V,-1.2,0.42,3.263157895,1.147078669,2.78,1.2,8,7,3,4.833333333,1,2,0,0,600976.8571,2
BENGEL,bengel,N,-0.15,1.18210339,3.263157895,1.045737659,3.5,1.73891044,6,5,2,4.166666667,0,0,0,0,409158.2,1
BENÖTIGEN,benötigen,V,-0.294117647,1.087934149,2.315789474,0.885226373,1.692307692,1.123182292,9,9,4,48.66666667,0,0,0,0,494803.8333,2
BENZIN,benzin,N,-0.8,1.15165784,2.857142857,1.236354087,3.72727273,1.51757382,6,6,2,18.16666667,0,0,0,0,407564.8,2
BEQUEM,bequem,A,1.7,0.95,1.944444444,0.802365783,4.67,0.71,6,6,2,24,0,0,0,0,86404.6,2
BERATEN,beraten,V,0.823529412,0.796605991,2.421052632,0.96123702,2.884615385,1.366072416,7,7,3,83.83333333,3,86.17,0,0,556664.8333,2
BERATUNG,beratung,N,0.8,1.135292424,2.421052632,1.017392608,4.111111111,1.452966315,8,7,3,112.3333333,0,0,0,0,379622.5714,2
BERAUBEN,berauben,V,-2.2,0.79,3.722222222,1.074055292,3.89,1.36,8,7,3,12.16666667,1,1,0,0,514634.2857,2
BEREICH,bereich,N,0.029411765,0.388102932,1.777777778,0.732084498,2.615384615,1.416387604,7,5,2,167.1666667,0,0,0,0,630418.3333,2
BEREITEN,bereiten,V,0.558823529,0.894128201,1.947368421,1.025978352,1.923076923,1.163548948,8,7,3,55.66666667,3,7.17,0,0,604325.7143,2
BEREUEN,bereuen,V,-0.6,1.26,2.789473684,1.272746259,3.22,1.48,7,6,3,8.166666667,2,14,1,13,533904.3333,2
BERICHT,bericht,N,-0.029411765,0.673538558,2.277777778,1.017815166,3.884615385,1.904246267,7,6,2,190.8333333,1,106.67,0,0,521905.3333,2
BERICHTEN,berichten,V,0.558823529,0.704581392,2.047619048,0.864649668,3.769230769,1.817860111,9,8,3,198.8333333,0,50,1,50,554361.375,2
BERUF,beruf,N,0.6,0.94032469,2.684210526,1.002919714,2.54545455,1.26217019,5,5,2,86.5,0,0,0,0,499617.25,2
BERÜHREN,berühren,V,1.794117647,1.365803388,2.892857143,1.474205014,5.192307692,1.720912102,8,7,3,40.16666667,0,0,0,0,646582,2
BESEITIGEN,beseitigen,V,-0.882352941,1.343101474,2.526315789,1.073334423,3.653846154,1.809802369,10,9,4,50.83333333,0,0,0,0,363828.3333,2
BESEN,besen,N,-0.25,1.06992376,2.05,0.944513241,5.72727273,1.4203225,5,5,2,1.666666667,5,293.17,5,293.17,474950.5,1
BESETZEN,besetzen,V,-0.617647059,1.326072028,2.666666667,1.154700538,3.884615385,1.773740073,8,7,3,54.5,2,128.33,1,128,300466.1429,2
BESORGT,besorgt,A,-1.3,0.67,3.157894737,1.118687619,3.44,1.13,7,7,2,18.16666667,0,0,0,0,127914,2
BESTÄTIGEN,bestätigen,V,0.970588235,0.797165209,2.210526316,1.031662486,2.730769231,1.372812946,10,10,4,124.5,0,0,0,0,333224.7143,2
BESTECK,besteck,N,0.59,1.1,2,0.82,6,1.23,7,6,2,0.33,1,0,0,0,181433.3333,2
BESTEHEN,bestehen,V,1,1.015038438,2.789473684,1.397575177,2.692307692,1.691608247,8,7,3,354.8333333,1,35.33,0,0,341407.4286,2
BESTELLEN,bestellen,V,0.647058824,0.77390599,1.894736842,1.286456669,4,1.833030278,9,8,3,50.66666667,0,97,0,0,312877.375,2
BESTIE,bestie,N,-2.1,0.737864787,4.529411765,0.717430054,5.222222222,1.855921454,6,6,3,2.5,0,0,0,0,234376,1
BESTIMMEN,bestimmen,V,-0.470588235,1.375880855,2.473684211,1.263523339,2.423076923,1.301478449,9,8,3,202.5,0,0,0,0,264757.125,2
BESTIMMUNG,bestimmung,N,0.147058824,1.184044249,3,1.264911064,2.230769231,1.632364967,10,8,3,51.16666667,0,0,0,0,172394.5556,2
BESTREITEN,bestreiten,V,-0.970588235,0.904041234,2.684210526,1.157230006,2.461538462,1.303250374,10,9,3,44.16666667,0,48,0,0,355911,2
BESUCH,besuch,N,1,0.816496581,2.722222222,1.074055292,4.888888889,1.364225462,6,5,2,167.1666667,1,9.17,0,0,275895.8,2
BESUCHEN,besuchen,V,1.441176471,0.894128201,2.761904762,1.338086765,4.269230769,1.686598762,8,7,3,107.3333333,1,63.83,0,0,376702.4286,2
BESUCHER,besucher,N,1,0.921132373,2,0.84016805,4.384615385,1.4987174,8,7,3,63.83333333,1,107.33,1,107.33,441465.7143,2
BETEILIGEN,beteiligen,V,0.588235294,0.856973075,2.421052632,1.169795304,2.576923077,1.361560191,10,9,4,119.6666667,0,0,0,0,335498.3333,2
BETONEN,betonen,V,0.588235294,0.957194355,2.333333333,1.016530045,2.423076923,1.579191614,7,7,3,82,0,0,0,0,305451,2
BETRACHTEN,betrachten,V,0.676470588,0.767545803,2.142857143,0.963624112,3.923076923,1.324328567,10,9,3,122,0,48,0,0,318807.5556,2
BETRAG,betrag,N,-0.15,1.18210339,2.35,0.933302004,1.90909091,0.75018035,6,6,2,50.16666667,2,9,0,0,138157,2
BETRAGEN,betragen,V,-0.382352941,0.853325256,1.894736842,0.87526103,1.846153846,1.046606237,8,8,3,140.8333333,3,32.83,0,0,290953.5714,2
BETREFFEN,betreffen,V,-0.151515152,0.618527087,2.421052632,1.304513084,1.769230769,1.106623416,9,8,3,69.66666667,0,50,0,0,237053.5,2
BETRIEB,betrieb,N,-0.235294118,0.955330294,2.111111111,0.758395279,4.153846154,1.641762655,7,6,2,338.6666667,0,0,0,0,159309.6667,2
BETRUG,betrug,N,-2.05,1.19097483,3.8,0.951453182,2.77272727,1.57152695,6,6,2,9,1,50.17,1,50.17,118098.6,2
BETT,bett,N,2,0.816496581,2.166666667,1.294785924,6.666666667,0.707106781,4,3,1,118.1666667,10,192.33,1,122.5,161737.3333,1
BETTELN,betteln,V,-1.5,0.53,3.111111111,0.832352364,5.11,1.45,7,6,2,5,2,8,1,7,151991.6667,1
BEULE,beule,N,-1.4,0.88257995,3.2,1.056309365,4.77272727,1.50970884,5,4,2,1.166666667,3,20.83,2,20.83,152121.75,1
BEUTEL,beutel,N,0.6,0.68055705,1.421052632,0.606976979,4.77272727,1.65994315,6,5,2,2.666666667,0,0,0,0,178122.6,1
